"key","source","Translation"
"[E09063C44908C3A60C4072820E32C7C3]::74C4E10143CC451D583464A657AD9B1D","I discovered a strange electric machine. It links two vats filled with a translucent liquid, in which huge organs are floating, to a power-up system that runs to a dentist's chair. I've got no idea what it's used for, but if I could overload the thing, it might create the diversion I need.","Я натрапив на дивну електричну машину. Вона з'єднує дві ємності, наповнені напівпрозорою рідиною, в якій плавають гігантські органи, із системою живлення, що веде до стоматологічного крісла. Гадки не маю, для чого це все використовується, але якщо мені вдасться перевантажити цю штуку, це може створити необхідний мені відволікаючий маневр."
"[E0F55D854E4A5FC50CF20BAD314EE54A]::053530274FB89310578A55B70FD68E07","The senses are no longer reliable; neither is logic. In the harbormaster's office, an old sea map triggered new residual images. Their number, their precision, their nature... Everything points towards them being, in reality, visual and sound hallucinations. However, the information that they provided matched the proof found throughout the investigation, beginning with the information on the Miraculous Catch. If Hawkins, Fitzroy and Fuller really were on board the Scylla, and founded the cult, what age must they really be?","Відчуття більше не можна довіряти, як і логіці. У кабінеті начальника порту стара морська мапа викликала нові залишкові образи. Їхня кількість, точність, природа... Усе вказує на те, що це насправді зорові та звукові галюцинації. І все ж отримана з них інформація збігалася з доказами, знайденими під час розслідування, починаючи з відомостей про «Дивовижний улов». Якщо Гокінс, Фіцрой та Фуллер справді були на борту «Сцилли» й заснували культ, то скільки ж їм насправді років?"
"[E0F55D854E4A5FC50CF20BAD314EE54A]::55EFA27746FE04AFA9D1CCAF845F2594","The truth unvealed","Розкрита правда"
"[E2DAA8844812089515F492845E7EEC4A]::928EAF8E4B4FD3BDAF7EE6BBE68952FD","It is drawn on sheets of paper hidden in a safe, itself hidden in a tunnel under the mansion. The symbol was repeated on the paper, its form becoming more distinct with each attempt. I do not know what Charles Hawkins tried to represent with this symbol, but one thing is sure, it was important in his eyes.""<lf><lf>Extract from the notebook of Edward Pierce, private detective.","«Він намальований на аркушах паперу, захованих у сейфі, що сам був прихований у тунелі під маєтком. Його перемальовували багато разів, приділяючи все більше уваги деталям. Я не знаю, що саме намагався зобразити Чарльз Гокінс цим символом, але одне ясно — для нього це мало неабияке значення.»<lf><lf>Фрагмент із записника Едварда Пірса, приватного детектива."
"[E2DAA8844812089515F492845E7EEC4A]::FC3663E64AE080729E01739ABDBD6421","Cultist symbol","Окультний символ"
"[E2FBB4B04CA726D6AF3507A6A612EACD]::9BDF172C444349059D271D91D7AC1895","This pseudo-scientific work by Caesare Lombroso correlates an individual's morphology with his criminal predispositions. The seriousness of this study and the accuracy of the demonstrations can deceive an uninformed reader.","Ця псевдонаукова праця Чезаре Ломброзо пов’язує морфологічні особливості людини з її схильністю до злочинності. Серйозність викладу та переконливість демонстрацій можуть ввести в оману недосвідченого читача."
"[E2FBB4B04CA726D6AF3507A6A612EACD]::4D4D602F454FF7056142E88301B7EC58","Uomo Delinquente","«Uomo Delinquente» («Людина-злочинець»)"
"[E31C663A4D8D5726155C4C8E56697EC3]::F9648B364A4009D90C4B57A82E067966","I learned nothing from Fitzroy's documents. But I did get confirmation on what I'd been suspecting since Boston: the warehouse mentioned on the shipping label of Sarah Hawkins' painting belongs to Hawkins. It's on the docks. I must find a way to get into it.","Я нічого не дізнався з документів Фіцроя. Але я отримав підтвердження того, що підозрював ще з Бостона: склад, згаданий на транспортній етикетці картини Сари Гокінс, належить родині Гокінсів. Він розташований у доках. Я маю знайти спосіб проникнути туди."
"[E31C663A4D8D5726155C4C8E56697EC3]::04A47CDC4D1760ABB239F3B9BBA19F41","Get inside warehouse 36","Проникнути до складу 36"
"[E31C663A4D8D5726155C4C8E56697EC3]::09BA9A4544248274F741B086216D4723","Search the warehouse","Обшукати склад"
"[E31C663A4D8D5726155C4C8E56697EC3]::47FE5A274041DF721F27448BF71972E7","Fishermen have gathered around the carcass of a killer whale. I could have a look and see what the local cops have got to tell me.","Рибалки зібралися навколо трупа кита. Варто піти туди і розпитати місцевих поліцейських."
"[E31C663A4D8D5726155C4C8E56697EC3]::1DE05EC34758E062BA34559007541663","Talk to Bradley","Поговорити з Бредлі"
"[E31C663A4D8D5726155C4C8E56697EC3]::A77A67A4440855456DDC2CB318F24342","Captain Fitzroy offered to share with me what he has found on the Hawkins in the archives of the harbormaster's office.","Капітан Фіцрой запропонував поділитися тим, що він дізнався про родину Гокінсів з архівів начальника порту."
"[E31C663A4D8D5726155C4C8E56697EC3]::C6A06E76496A03616F4B089ED28C4DD3","Talk to Fitzroy","Поговорити з Фіцроєм"
"[E31C663A4D8D5726155C4C8E56697EC3]::82C7F8CB44BD53495576A4BB141EB288","Fitzroy advised me to visit the port's bar. He mentioned a little pick-me-up... I suppose I could get the lay of the land at the same time.","Фіцрой порадив мені завітати до бару в порту. Згадав про «підбадьорююче»... Гадаю, заодно зможу оцінити місцеву атмосферу."
"[E31C663A4D8D5726155C4C8E56697EC3]::3EE1AAC94B4A6683BAEAD0AF3A7543FF","Go to the bar","Завітати до бару"
"[E43EC57F431DDB7C5EAE31BE45B55BAD]::1F658B564AAC33145EE82BB2F0D089A7","A tribe of men, worshippers of the sea and its benefits, landed on the shores of an island surrounded by dark waters. They were discovered by the creature some call the devourer of whales. For years, the creature hunted them down into their dreams, until their weakened minds surrendered. Following the creature’s orders, they sunk into the dark waters surrounding the island and never came back.""<lf><lf>Extract taken from the Malleus Bestiarum, by Abigaïl G.","«Плем'я людей, що поклонялися морю та його дарам, висадилося на березі острова, оточеного темними водами. Їх виявила істота, яку дехто називає «пожирачем китів». Упродовж років воно переслідувало їх у снах, доки їхній розум не зламався. Слідуючи його наказам, вони занурилися в темні води, що оточували острів, і більше ніколи не повернулися.»<lf><lf>Уривок із «Молот відьом», авторка Абіґейл Ґ."
